[{'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=1', 'sparsity': 1, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=2', 'sparsity': 2, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=4', 'sparsity': 4, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=8', 'sparsity': 8, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=16', 'sparsity': 16, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=32', 'sparsity': 32, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}]
 0it [00:00, ?it/s]   0%|          | 0/169001437 [00:01<?, ?it/s]   1%|          | 876544/169001437 [00:01<00:19, 8730499.72it/s]   2%|▏         | 2809856/169001437 [00:01<00:15, 10439432.56it/s]   3%|▎         | 5447680/169001437 [00:01<00:12, 12749186.54it/s]   5%|▌         | 8708096/169001437 [00:01<00:10, 15584964.01it/s]   7%|▋         | 11984896/169001437 [00:01<00:08, 18459176.83it/s]   9%|▉         | 15261696/169001437 [00:01<00:07, 21203443.34it/s]  11%|█         | 18538496/169001437 [00:01<00:06, 23663215.50it/s]  13%|█▎        | 21823488/169001437 [00:01<00:05, 25830104.00it/s]  15%|█▍        | 25010176/169001437 [00:02<00:05, 27332788.37it/s]  17%|█▋        | 28237824/169001437 [00:02<00:04, 28555177.24it/s]  19%|█▊        | 31432704/169001437 [00:02<00:04, 29418485.37it/s]  21%|██        | 35725312/169001437 [00:02<00:04, 32483741.75it/s]  25%|██▌       | 42409984/169001437 [00:02<00:03, 38396959.14it/s]  31%|███       | 52142080/169001437 [00:02<00:02, 46896481.99it/s]  37%|███▋      | 62726144/169001437 [00:02<00:01, 56300348.48it/s]  43%|████▎     | 73293824/169001437 [00:02<00:01, 65461546.22it/s]  50%|████▉     | 83902464/169001437 [00:02<00:01, 73957700.81it/s]  56%|█████▌    | 94363648/169001437 [00:02<00:00, 81067896.20it/s]  62%|██████▏   | 104849408/169001437 [00:03<00:00, 86951051.23it/s]  68%|██████▊   | 115335168/169001437 [00:03<00:00, 91641735.43it/s]  74%|███████▍  | 125313024/169001437 [00:03<00:00, 93853067.21it/s]  80%|████████  | 135282688/169001437 [00:03<00:00, 86571291.69it/s]  87%|████████▋ | 146284544/169001437 [00:03<00:00, 92457741.32it/s]  93%|█████████▎| 156901376/169001437 [00:03<00:00, 96117737.13it/s]  99%|█████████▉| 167124992/169001437 [00:03<00:00, 97860650.75it/s] 169009152it [00:03, 42605295.13it/s]                               => Reading YAML config from experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml
=> Saving data in runs/SupsupSeed/rn18-supsup_num_masks_3/id=supsup~seed=0~sparsity=1~try=0
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./data/cifar100/cifar-100-python.tar.gz
Extracting ./data/cifar100/cifar-100-python.tar.gz to ./data/cifar100
Files already downloaded and verified
[26 86  2 55 75 93 16 73 54 95 53 92 78 13  7 30 22 24 33  8 43 62  3 71
 45 48  6 99 82 76 60 80 90 68 51 27 18 56 63 74  1 61 42 41  4 15 17 40
 38  5 91 59  0 34 28 50 11 35 23 52 10 31 66 57 79 85 32 84 14 89 19 29
 49 97 98 69 20 94 72 77 25 37 81 46 39 65 58 12 88 70 87 36 21 83  9 96
 67 64 47 44]
[26 86  2 55 75]
[93 16 73 54 95]
[53 92 78 13  7]
Set sparsity of conv1 to 0.04259259259259259
Set sparsity of layer1.0.conv1 to 0.011111111111111112
Set sparsity of layer1.0.conv2 to 0.011111111111111112
Set sparsity of layer1.1.conv1 to 0.011111111111111112
Set sparsity of layer1.1.conv2 to 0.011111111111111112
Set sparsity of layer2.0.conv1 to 0.008333333333333333
Set sparsity of layer2.0.conv2 to 0.005555555555555556
Set sparsity of layer2.0.shortcut.0 to 0.075
Set sparsity of layer2.1.conv1 to 0.005555555555555556
Set sparsity of layer2.1.conv2 to 0.005555555555555556
Set sparsity of layer3.0.conv1 to 0.004166666666666667
Set sparsity of layer3.0.conv2 to 0.002777777777777778
Set sparsity of layer3.0.shortcut.0 to 0.0375
Set sparsity of layer3.1.conv1 to 0.002777777777777778
Set sparsity of layer3.1.conv2 to 0.002777777777777778
Set sparsity of layer4.0.conv1 to 0.0020833333333333333
Set sparsity of layer4.0.conv2 to 0.001388888888888889
Set sparsity of layer4.0.shortcut.0 to 0.01875
Set sparsity of layer4.1.conv1 to 0.001388888888888889
Set sparsity of layer4.1.conv2 to 0.001388888888888889
Set sparsity of linear to 0.20625
=> Parallelizing on [0] gpus
=> Using trainer <module 'trainers.default' from '/home/at2507/supsup_team/supsup/trainers/default.py'>

Train Epoch: 230 [0/2500 (0%)]	Loss: 0.206355
Train Epoch: 230 [1280/2500 (50%)]	Loss: 0.181583

Test set: Average loss: 0.6065, Accuracy: (0.8100)

Train Epoch: 231 [0/2500 (0%)]	Loss: 0.204576
Train Epoch: 231 [1280/2500 (50%)]	Loss: 0.224473

Test set: Average loss: 0.6209, Accuracy: (0.8000)

Train Epoch: 232 [0/2500 (0%)]	Loss: 0.222936
Train Epoch: 232 [1280/2500 (50%)]	Loss: 0.190779

Test set: Average loss: 0.5640, Accuracy: (0.8000)

Train Epoch: 233 [0/2500 (0%)]	Loss: 0.170437
Train Epoch: 233 [1280/2500 (50%)]	Loss: 0.287798

Test set: Average loss: 0.6265, Accuracy: (0.8000)

Train Epoch: 234 [0/2500 (0%)]	Loss: 0.248680
Train Epoch: 234 [1280/2500 (50%)]	Loss: 0.212145

Test set: Average loss: 0.5377, Accuracy: (0.8140)

Train Epoch: 235 [0/2500 (0%)]	Loss: 0.264421
Train Epoch: 235 [1280/2500 (50%)]	Loss: 0.249055

Test set: Average loss: 0.5775, Accuracy: (0.8240)

Train Epoch: 236 [0/2500 (0%)]	Loss: 0.158072
Train Epoch: 236 [1280/2500 (50%)]	Loss: 0.215184

Test set: Average loss: 0.6154, Accuracy: (0.7960)

Train Epoch: 237 [0/2500 (0%)]	Loss: 0.143371
Train Epoch: 237 [1280/2500 (50%)]	Loss: 0.294959

Test set: Average loss: 0.5998, Accuracy: (0.8080)

Train Epoch: 238 [0/2500 (0%)]	Loss: 0.233247
Train Epoch: 238 [1280/2500 (50%)]	Loss: 0.182421

Test set: Average loss: 0.5974, Accuracy: (0.8000)

Train Epoch: 239 [0/2500 (0%)]	Loss: 0.182491
Train Epoch: 239 [1280/2500 (50%)]	Loss: 0.180453

Test set: Average loss: 0.5949, Accuracy: (0.8180)

Train Epoch: 240 [0/2500 (0%)]	Loss: 0.139472
Train Epoch: 240 [1280/2500 (50%)]	Loss: 0.190522

Test set: Average loss: 0.5970, Accuracy: (0.8200)

Train Epoch: 241 [0/2500 (0%)]	Loss: 0.168825
Train Epoch: 241 [1280/2500 (50%)]	Loss: 0.238592

Test set: Average loss: 0.6226, Accuracy: (0.8000)

Train Epoch: 242 [0/2500 (0%)]	Loss: 0.190767
Train Epoch: 242 [1280/2500 (50%)]	Loss: 0.189613

Test set: Average loss: 0.5888, Accuracy: (0.8040)

Train Epoch: 243 [0/2500 (0%)]	Loss: 0.265802
Train Epoch: 243 [1280/2500 (50%)]	Loss: 0.213506

Test set: Average loss: 0.5690, Accuracy: (0.8080)

Train Epoch: 244 [0/2500 (0%)]	Loss: 0.207644
Train Epoch: 244 [1280/2500 (50%)]	Loss: 0.203587

Test set: Average loss: 0.6104, Accuracy: (0.7960)

Train Epoch: 245 [0/2500 (0%)]	Loss: 0.161463
Train Epoch: 245 [1280/2500 (50%)]	Loss: 0.171655

Test set: Average loss: 0.6249, Accuracy: (0.8040)

Train Epoch: 246 [0/2500 (0%)]	Loss: 0.234740
Train Epoch: 246 [1280/2500 (50%)]	Loss: 0.149856

Test set: Average loss: 0.5797, Accuracy: (0.8140)

Train Epoch: 247 [0/2500 (0%)]	Loss: 0.166171
Train Epoch: 247 [1280/2500 (50%)]	Loss: 0.185068

Test set: Average loss: 0.5817, Accuracy: (0.8200)

Train Epoch: 248 [0/2500 (0%)]	Loss: 0.148594
Train Epoch: 248 [1280/2500 (50%)]	Loss: 0.195550

Test set: Average loss: 0.6473, Accuracy: (0.8140)

Train Epoch: 249 [0/2500 (0%)]	Loss: 0.165487
Train Epoch: 249 [1280/2500 (50%)]	Loss: 0.121553

Test set: Average loss: 0.5979, Accuracy: (0.8100)

Train Epoch: 250 [0/2500 (0%)]	Loss: 0.247379
Train Epoch: 250 [1280/2500 (50%)]	Loss: 0.189035

Test set: Average loss: 0.5666, Accuracy: (0.8220)

Task RandSplitCIFAR100: 1
Train Epoch: 1 [0/2500 (0%)]	Loss: 1.825003
Train Epoch: 1 [1280/2500 (50%)]	Loss: 1.138580

Test set: Average loss: 1.1680, Accuracy: (0.5180)

Train Epoch: 2 [0/2500 (0%)]	Loss: 1.023570
Train Epoch: 2 [1280/2500 (50%)]	Loss: 1.192212

Test set: Average loss: 1.0566, Accuracy: (0.5420)

Train Epoch: 3 [0/2500 (0%)]	Loss: 1.158846
Train Epoch: 3 [1280/2500 (50%)]	Loss: 0.932294

Test set: Average loss: 1.0642, Accuracy: (0.5620)

Train Epoch: 4 [0/2500 (0%)]	Loss: 1.089106
Train Epoch: 4 [1280/2500 (50%)]	Loss: 0.917309

Test set: Average loss: 1.0569, Accuracy: (0.5660)

Train Epoch: 5 [0/2500 (0%)]	Loss: 0.967516
Train Epoch: 5 [1280/2500 (50%)]	Loss: 0.874832

Test set: Average loss: 0.9926, Accuracy: (0.5840)

Train Epoch: 6 [0/2500 (0%)]	Loss: 0.830495
Train Epoch: 6 [1280/2500 (50%)]	Loss: 0.877479

Test set: Average loss: 0.9465, Accuracy: (0.5960)

Train Epoch: 7 [0/2500 (0%)]	Loss: 0.878854
Train Epoch: 7 [1280/2500 (50%)]	Loss: 0.934911

Test set: Average loss: 0.9668, Accuracy: (0.6280)

Train Epoch: 8 [0/2500 (0%)]	Loss: 0.829436
Train Epoch: 8 [1280/2500 (50%)]	Loss: 1.117591

Test set: Average loss: 0.9702, Accuracy: (0.6160)

Train Epoch: 9 [0/2500 (0%)]	Loss: 0.885409
Train Epoch: 9 [1280/2500 (50%)]	Loss: 0.781324

Test set: Average loss: 0.9875, Accuracy: (0.6200)

Train Epoch: 10 [0/2500 (0%)]	Loss: 0.788054
Train Epoch: 10 [1280/2500 (50%)]	Loss: 0.853179

Test set: Average loss: 0.9475, Accuracy: (0.6120)

Train Epoch: 11 [0/2500 (0%)]	Loss: 0.705064
Train Epoch: 11 [1280/2500 (50%)]	Loss: 0.953294

Test set: Average loss: 0.9433, Accuracy: (0.6280)

Train Epoch: 12 [0/2500 (0%)]	Loss: 0.777797
Train Epoch: 12 [1280/2500 (50%)]	Loss: 0.805609

Test set: Average loss: 0.8994, Accuracy: (0.6440)

Train Epoch: 13 [0/2500 (0%)]	Loss: 0.871583
Train Epoch: 13 [1280/2500 (50%)]	Loss: 0.994868

Test set: Average loss: 0.8636, Accuracy: (0.6460)

Train Epoch: 14 [0/2500 (0%)]	Loss: 0.701434
Train Epoch: 14 [1280/2500 (50%)]	Loss: 0.760157

Test set: Average loss: 0.8189, Accuracy: (0.6820)

Train Epoch: 15 [0/2500 (0%)]	Loss: 0.885075
Train Epoch: 15 [1280/2500 (50%)]	Loss: 1.014662

Test set: Average loss: 0.8496, Accuracy: (0.6500)

Train Epoch: 16 [0/2500 (0%)]	Loss: 0.699024
Train Epoch: 16 [1280/2500 (50%)]	Loss: 0.807749

Test set: Average loss: 0.8267, Accuracy: (0.6780)

Train Epoch: 17 [0/2500 (0%)]	Loss: 0.715513
Train Epoch: 17 [1280/2500 (50%)]	Loss: 0.899645

Test set: Average loss: 0.7988, Accuracy: (0.6920)

Train Epoch: 18 [0/2500 (0%)]	Loss: 0.852247
Train Epoch: 18 [1280/2500 (50%)]	Loss: 0.776458

Test set: Average loss: 0.8846, Accuracy: (0.6720)

Train Epoch: 19 [0/2500 (0%)]	Loss: 0.825993
Train Epoch: 19 [1280/2500 (50%)]	Loss: 0.769176

Test set: Average loss: 0.7628, Accuracy: (0.6940)

Train Epoch: 20 [0/2500 (0%)]	Loss: 0.827796
Train Epoch: 20 [1280/2500 (50%)]	Loss: 0.652643

Test set: Average loss: 0.7870, Accuracy: (0.7120)

Train Epoch: 21 [0/2500 (0%)]	Loss: 0.597670
Train Epoch: 21 [1280/2500 (50%)]	Loss: 0.859525

Test set: Average loss: 0.7576, Accuracy: (0.7100)

Train Epoch: 22 [0/2500 (0%)]	Loss: 0.585835
Train Epoch: 22 [1280/2500 (50%)]	Loss: 0.634425

Test set: Average loss: 0.8040, Accuracy: (0.6920)

Train Epoch: 23 [0/2500 (0%)]	Loss: 0.715586
Train Epoch: 23 [1280/2500 (50%)]	Loss: 0.699812

Test set: Average loss: 0.7511, Accuracy: (0.7140)

Train Epoch: 24 [0/2500 (0%)]	Loss: 0.642080
Train Epoch: 24 [1280/2500 (50%)]	Loss: 0.754685

Test set: Average loss: 0.7284, Accuracy: (0.7080)

Train Epoch: 25 [0/2500 (0%)]	Loss: 0.681987
Train Epoch: 25 [1280/2500 (50%)]	Loss: 0.777355

Test set: Average loss: 0.7794, Accuracy: (0.7040)

Train Epoch: 26 [0/2500 (0%)]	Loss: 0.713488
Train Epoch: 26 [1280/2500 (50%)]	Loss: 0.516290

Test set: Average loss: 0.7316, Accuracy: (0.7240)

Train Epoch: 27 [0/2500 (0%)]	Loss: 0.696384
Train Epoch: 27 [1280/2500 (50%)]	Loss: 0.692351

Test set: Average loss: 0.6963, Accuracy: (0.7320)

Train Epoch: 28 [0/2500 (0%)]	Loss: 0.613804
Train Epoch: 28 [1280/2500 (50%)]	Loss: 0.604654

Test set: Average loss: 0.7372, Accuracy: (0.7320)

Train Epoch: 29 [0/2500 (0%)]	Loss: 0.688848
Train Epoch: 29 [1280/2500 (50%)]	Loss: 0.706775

Test set: Average loss: 0.7531, Accuracy: (0.7100)

Train Epoch: 30 [0/2500 (0%)]	Loss: 0.555661
Train Epoch: 30 [1280/2500 (50%)]	Loss: 0.669083

Test set: Average loss: 0.7759, Accuracy: (0.7200)

Train Epoch: 31 [0/2500 (0%)]	Loss: 0.792394
Train Epoch: 31 [1280/2500 (50%)]	Loss: 0.500052

Test set: Average loss: 0.7193, Accuracy: (0.7160)

Train Epoch: 32 [0/2500 (0%)]	Loss: 0.690990
Train Epoch: 32 [1280/2500 (50%)]	Loss: 0.652950

Test set: Average loss: 0.7061, Accuracy: (0.7320)

Train Epoch: 33 [0/2500 (0%)]	Loss: 0.650518
Train Epoch: 33 [1280/2500 (50%)]	Loss: 0.790751

Test set: Average loss: 0.7270, Accuracy: (0.7300)

Train Epoch: 34 [0/2500 (0%)]	Loss: 0.572895
Train Epoch: 34 [1280/2500 (50%)]	Loss: 0.807246

Test set: Average loss: 0.7336, Accuracy: (0.7200)

Train Epoch: 35 [0/2500 (0%)]	Loss: 0.533243
Train Epoch: 35 [1280/2500 (50%)]	Loss: 0.650989

Test set: Average loss: 0.6858, Accuracy: (0.7440)

Train Epoch: 36 [0/2500 (0%)]	Loss: 0.612467
Train Epoch: 36 [1280/2500 (50%)]	Loss: 0.690597

Test set: Average loss: 0.7113, Accuracy: (0.7080)

Train Epoch: 37 [0/2500 (0%)]	Loss: 0.805765
Train Epoch: 37 [1280/2500 (50%)]	Loss: 0.614843

Test set: Average loss: 0.7031, Accuracy: (0.7160)

Train Epoch: 38 [0/2500 (0%)]	Loss: 0.641024
Train Epoch: 38 [1280/2500 (50%)]	Loss: 0.550916

Test set: Average loss: 0.7251, Accuracy: (0.7260)

Train Epoch: 39 [0/2500 (0%)]	Loss: 0.556989
Train Epoch: 39 [1280/2500 (50%)]	Loss: 0.543582

Test set: Average loss: 0.6937, Accuracy: (0.7340)

Train Epoch: 40 [0/2500 (0%)]	Loss: 0.634290
Train Epoch: 40 [1280/2500 (50%)]	Loss: 0.668328

Test set: Average loss: 0.6695, Accuracy: (0.7420)

Train Epoch: 41 [0/2500 (0%)]	Loss: 0.569360
Train Epoch: 41 [1280/2500 (50%)]	Loss: 0.650903

Test set: Average loss: 0.6572, Accuracy: (0.7480)

Train Epoch: 42 [0/2500 (0%)]	Loss: 0.477473
Train Epoch: 42 [1280/2500 (50%)]	Loss: 0.550302

Test set: Average loss: 0.6583, Accuracy: (0.7540)

Train Epoch: 43 [0/2500 (0%)]	Loss: 0.638289
Train Epoch: 43 [1280/2500 (50%)]	Loss: 0.511648

Test set: Average loss: 0.6668, Accuracy: (0.7540)

Train Epoch: 44 [0/2500 (0%)]	Loss: 0.622504
Train Epoch: 44 [1280/2500 (50%)]	Loss: 0.532866

Test set: Average loss: 0.6973, Accuracy: (0.7520)

Train Epoch: 45 [0/2500 (0%)]	Loss: 0.560719
Train Epoch: 45 [1280/2500 (50%)]	Loss: 0.604503

Test set: Average loss: 0.7409, Accuracy: (0.7140)

Train Epoch: 46 [0/2500 (0%)]	Loss: 0.619916
Train Epoch: 46 [1280/2500 (50%)]	Loss: 0.577680

Test set: Average loss: 0.6501, Accuracy: (0.7560)

Train Epoch: 47 [0/2500 (0%)]	Loss: 0.570171
Train Epoch: 47 [1280/2500 (50%)]	Loss: 0.681086

Test set: Average loss: 0.7287, Accuracy: (0.7480)

Train Epoch: 48 [0/2500 (0%)]	Loss: 0.677075
Train Epoch: 48 [1280/2500 (50%)]	Loss: 0.661557

Test set: Average loss: 0.6759, Accuracy: (0.7480)

Train Epoch: 49 [0/2500 (0%)]	Loss: 0.415953
Train Epoch: 49 [1280/2500 (50%)]	Loss: 0.499823

Test set: Average loss: 0.7585, Accuracy: (0.7020)

Train Epoch: 50 [0/2500 (0%)]	Loss: 0.707551
Train Epoch: 50 [1280/2500 (50%)]	Loss: 0.671968

Test set: Average loss: 0.7597, Accuracy: (0.7120)

Train Epoch: 51 [0/2500 (0%)]	Loss: 0.580322
Train Epoch: 51 [1280/2500 (50%)]	Loss: 0.581344

Test set: Average loss: 0.6731, Accuracy: (0.7440)

Train Epoch: 52 [0/2500 (0%)]	Loss: 0.511886
Train Epoch: 52 [1280/2500 (50%)]	Loss: 0.584399

Test set: Average loss: 0.6765, Accuracy: (0.7560)

Train Epoch: 53 [0/2500 (0%)]	Loss: 0.498942
Train Epoch: 53 [1280/2500 (50%)]	Loss: 0.498807

Test set: Average loss: 0.6723, Accuracy: (0.7320)

Train Epoch: 54 [0/2500 (0%)]	Loss: 0.480873
Train Epoch: 54 [1280/2500 (50%)]	Loss: 0.701512

Test set: Average loss: 0.6621, Accuracy: (0.7460)

Train Epoch: 55 [0/2500 (0%)]	Loss: 0.529597
Train Epoch: 55 [1280/2500 (50%)]	Loss: 0.604195

Test set: Average loss: 0.7625, Accuracy: (0.7320)

Train Epoch: 56 [0/2500 (0%)]	Loss: 0.691642
Train Epoch: 56 [1280/2500 (50%)]	Loss: 0.492505

Test set: Average loss: 0.6943, Accuracy: (0.7400)

Train Epoch: 57 [0/2500 (0%)]	Loss: 0.449164
Train Epoch: 57 [1280/2500 (50%)]	Loss: 0.528098

Test set: Average loss: 0.6829, Accuracy: (0.7200)

Train Epoch: 58 [0/2500 (0%)]	Loss: 0.456305
Train Epoch: 58 [1280/2500 (50%)]	Loss: 0.624164

Test set: Average loss: 0.6614, Accuracy: (0.7420)

Train Epoch: 59 [0/2500 (0%)]	Loss: 0.756420
Train Epoch: 59 [1280/2500 (50%)]	Loss: 0.603807

Test set: Average loss: 0.6935, Accuracy: (0.7500)

Train Epoch: 60 [0/2500 (0%)]	Loss: 0.507501
Train Epoch: 60 [1280/2500 (50%)]	Loss: 0.539581

Test set: Average loss: 0.6367, Accuracy: (0.7500)

Train Epoch: 61 [0/2500 (0%)]	Loss: 0.470313
Train Epoch: 61 [1280/2500 (50%)]	Loss: 0.664251

Test set: Average loss: 0.7147, Accuracy: (0.7480)

Train Epoch: 62 [0/2500 (0%)]	Loss: 0.539854
Train Epoch: 62 [1280/2500 (50%)]	Loss: 0.710070

Test set: Average loss: 0.6488, Accuracy: (0.7460)

Train Epoch: 63 [0/2500 (0%)]	Loss: 0.518547
Train Epoch: 63 [1280/2500 (50%)]	Loss: 0.569397

Test set: Average loss: 0.7436, Accuracy: (0.7460)

Train Epoch: 64 [0/2500 (0%)]	Loss: 0.419054
Train Epoch: 64 [1280/2500 (50%)]	Loss: 0.508734

Test set: Average loss: 0.6413, Accuracy: (0.7640)

Train Epoch: 65 [0/2500 (0%)]	Loss: 0.434057
Train Epoch: 65 [1280/2500 (50%)]	Loss: 0.471780

Test set: Average loss: 0.6657, Accuracy: (0.7520)

Train Epoch: 66 [0/2500 (0%)]	Loss: 0.432046
Train Epoch: 66 [1280/2500 (50%)]	Loss: 0.499434

Test set: Average loss: 0.6645, Accuracy: (0.7460)

Train Epoch: 67 [0/2500 (0%)]	Loss: 0.445855
Train Epoch: 67 [1280/2500 (50%)]	Loss: 0.608394

Test set: Average loss: 0.6852, Accuracy: (0.7380)

Train Epoch: 68 [0/2500 (0%)]	Loss: 0.415883
Train Epoch: 68 [1280/2500 (50%)]	Loss: 0.568533

Test set: Average loss: 0.6497, Accuracy: (0.7340)

Train Epoch: 69 [0/2500 (0%)]	Loss: 0.436572
Train Epoch: 69 [1280/2500 (50%)]	Loss: 0.518209

Test set: Average loss: 0.6354, Accuracy: (0.7700)

Train Epoch: 70 [0/2500 (0%)]	Loss: 0.522108
Train Epoch: 70 [1280/2500 (50%)]	Loss: 0.512767

Test set: Average loss: 0.6434, Accuracy: (0.7400)

Train Epoch: 71 [0/2500 (0%)]	Loss: 0.501612
Train Epoch: 71 [1280/2500 (50%)]	Loss: 0.561860

Test set: Average loss: 0.6148, Accuracy: (0.7600)

Train Epoch: 72 [0/2500 (0%)]	Loss: 0.405843
Train Epoch: 72 [1280/2500 (50%)]	Loss: 0.425375

Test set: Average loss: 0.7021, Accuracy: (0.7400)

Train Epoch: 73 [0/2500 (0%)]	Loss: 0.429961
Train Epoch: 73 [1280/2500 (50%)]	Loss: 0.430259

Test set: Average loss: 0.6591, Accuracy: (0.7460)

Train Epoch: 74 [0/2500 (0%)]	Loss: 0.389904
Train Epoch: 74 [1280/2500 (50%)]	Loss: 0.649512

Test set: Average loss: 0.6424, Accuracy: (0.7480)

Train Epoch: 75 [0/2500 (0%)]	Loss: 0.430872
Train Epoch: 75 [1280/2500 (50%)]	Loss: 0.600198

Test set: Average loss: 0.6249, Accuracy: (0.7420)

Train Epoch: 76 [0/2500 (0%)]	Loss: 0.412537
Train Epoch: 76 [1280/2500 (50%)]	Loss: 0.691800

Test set: Average loss: 0.6092, Accuracy: (0.7440)

Train Epoch: 77 [0/2500 (0%)]	Loss: 0.395816
Train Epoch: 77 [1280/2500 (50%)]	Loss: 0.518473

Test set: Average loss: 0.6728, Accuracy: (0.7460)

Train Epoch: 78 [0/2500 (0%)]	Loss: 0.486012
Train Epoch: 78 [1280/2500 (50%)]	Loss: 0.473727

Test set: Average loss: 0.6579, Accuracy: (0.7540)

Train Epoch: 79 [0/2500 (0%)]	Loss: 0.331783
Train Epoch: 79 [1280/2500 (50%)]	Loss: 0.585874

Test set: Average loss: 0.6716, Accuracy: (0.7420)

Train Epoch: 80 [0/2500 (0%)]	Loss: 0.535642
Train Epoch: 80 [1280/2500 (50%)]	Loss: 0.451443

Test set: Average loss: 0.6390, Accuracy: (0.7640)

Train Epoch: 81 [0/2500 (0%)]	Loss: 0.509839
Train Epoch: 81 [1280/2500 (50%)]	Loss: 0.433551

Test set: Average loss: 0.7088, Accuracy: (0.7400)

Train Epoch: 82 [0/2500 (0%)]	Loss: 0.432032
Train Epoch: 82 [1280/2500 (50%)]	Loss: 0.390651

Test set: Average loss: 0.6609, Accuracy: (0.7540)

Train Epoch: 83 [0/2500 (0%)]	Loss: 0.498670
Train Epoch: 83 [1280/2500 (50%)]	Loss: 0.555097

Test set: Average loss: 0.6787, Accuracy: (0.7500)

Train Epoch: 84 [0/2500 (0%)]	Loss: 0.590605
Train Epoch: 84 [1280/2500 (50%)]	Loss: 0.495834

Test set: Average loss: 0.6071, Accuracy: (0.7620)

Train Epoch: 85 [0/2500 (0%)]	Loss: 0.417715
Train Epoch: 85 [1280/2500 (50%)]	Loss: 0.425186

Test set: Average loss: 0.6481, Accuracy: (0.7620)

Train Epoch: 86 [0/2500 (0%)]	Loss: 0.585590
Train Epoch: 86 [1280/2500 (50%)]	Loss: 0.486931

Test set: Average loss: 0.6203, Accuracy: (0.7520)

Train Epoch: 87 [0/2500 (0%)]	Loss: 0.543589
Train Epoch: 87 [1280/2500 (50%)]	Loss: 0.423238

Test set: Average loss: 0.6494, Accuracy: (0.7320)

Train Epoch: 88 [0/2500 (0%)]	Loss: 0.299153
Train Epoch: 88 [1280/2500 (50%)]	Loss: 0.399425

Test set: Average loss: 0.6191, Accuracy: (0.7700)

Train Epoch: 89 [0/2500 (0%)]	Loss: 0.376389
Train Epoch: 89 [1280/2500 (50%)]	Loss: 0.418518

Test set: Average loss: 0.6542, Accuracy: (0.7600)

Train Epoch: 90 [0/2500 (0%)]	Loss: 0.470698
Train Epoch: 90 [1280/2500 (50%)]	Loss: 0.463400

Test set: Average loss: 0.6517, Accuracy: (0.7560)

Train Epoch: 91 [0/2500 (0%)]	Loss: 0.337057
Train Epoch: 91 [1280/2500 (50%)]	Loss: 0.716271

Test set: Average loss: 0.7281, Accuracy: (0.7360)

Train Epoch: 92 [0/2500 (0%)]	Loss: 0.466448
Train Epoch: 92 [1280/2500 (50%)]	Loss: 0.520175

Test set: Average loss: 0.5961, Accuracy: (0.7700)

Train Epoch: 93 [0/2500 (0%)]	Loss: 0.570412
Train Epoch: 93 [1280/2500 (50%)]	Loss: 0.459662

Test set: Average loss: 0.6454, Accuracy: (0.7500)

Train Epoch: 94 [0/2500 (0%)]	Loss: 0.374594
Train Epoch: 94 [1280/2500 (50%)]	Loss: 0.445956

Test set: Average loss: 0.6704, Accuracy: (0.7320)

Train Epoch: 95 [0/2500 (0%)]	Loss: 0.506310
Train Epoch: 95 [1280/2500 (50%)]	Loss: 0.497389

Test set: Average loss: 0.6439, Accuracy: (0.7560)

Train Epoch: 96 [0/2500 (0%)]	Loss: 0.372752
Train Epoch: 96 [1280/2500 (50%)]	Loss: 0.597650

